name,pca2_mean,pca2_std,pca2_entropy,pca2_ggd1,pca2_ggd2,pca2_aggd1,pca2_aggd2,pca2_aggd3,pca2_aggd4,pca2_gamma1,pca2_gamma2,omni_mean,omni_std,omni_entropy,omni_ggd1,omni_ggd2,omni_aggd1,omni_aggd2,omni_aggd3,omni_aggd4,omni_gamma1,omni_gamma2,egen_mean,egen_std,egen_entropy,egen_ggd1,egen_ggd2,egen_aggd1,egen_aggd2,egen_aggd3,egen_aggd4,egen_gamma1,egen_gamma2,vert_mean,vert_std,vert_entropy
Maxiliar100205_17.ply,0.60819566,0.059315965,6.801577852519809,10.000000000000007,0.61108124,2.0730000000000017,0.20439055768076692,0.87447196,1.1296177,105.13631543202882,0.005784829290785662,0.0176082,0.009015513,6.149046501597557,10.000000000000007,0.019781971,1.2930000000000008,0.4207685114820803,0.72845215,1.2910893,3.814682364478358,0.0046159019851863894,0.5251115329426638,0.058489128453114915,6.554508334729582,10.000000000000007,0.5283588048634422,1.5430000000000013,-0.14099225651877811,1.0910646424204005,0.9081465915415797,80.60503008891268,0.006514624861046898,0.5866557,0.28129643,7.531679425217739
Maxiliar100205_34.ply,0.55421036,0.07599126,7.017170301172017,10.000000000000007,0.55939573,2.307000000000002,0.14213602342902368,0.9135388,1.0890448,53.19016831635258,0.010419413103960171,0.13137536,0.05064278,6.317565515673302,10.000000000000007,0.14079815,1.5110000000000012,0.3763704869078352,0.76337624,1.2532662,6.7297988792238925,0.019521440122465365,0.7696928538389204,0.1117646944072903,6.144570941080791,10.000000000000007,0.7777648537890411,2.260000000000002,-0.036945380664889435,1.0227923028489456,0.9770821961337537,47.42801731740943,0.016228653386199825,0.5175651,0.2884537,7.575926956291029
Maxiliar100205_13.ply,0.6593077,0.08371257,6.956212085694401,10.000000000000007,0.66459984,2.6760000000000024,0.13333247138611592,0.9200144,1.0825363,62.04236414110346,0.010626733842004797,0.26368535,0.15276815,6.719448904877348,10.000000000000007,0.3047344,1.9560000000000015,0.3676830814383285,0.77792484,1.2399302,2.979886562852826,0.08848838611831902,-0.4595387259961849,1.0696665185076708,6.411170962331545,0.7820000000000005,1.1640946917609476,1.363000000000001,-0.510730807018008,1.3550874951281326,0.6787168037469505,0.1846038498115263,-2.4893236325534756,0.5742455,0.28335518,7.2940578008206245
Maxiliar100205_28.ply,0.6039569,0.056526043,6.816008535452307,10.000000000000007,0.60659623,2.372000000000002,0.17422997401156026,0.8942963,1.108871,114.16265131533146,0.005290319476625369,0.03564784,0.009759835,6.754178413815372,10.000000000000007,0.03695972,1.9510000000000016,0.2208234168409843,0.8655274,1.143082,13.34107608810433,0.0026720364043160785,0.538130557755173,0.059878345926094215,6.721785113643789,10.000000000000007,0.5414516012238794,1.6240000000000012,-0.1293846774154681,1.08342068821337,0.9168440552760319,80.7690638835973,0.006662582576550789,0.5865576,0.2808211,7.53356500164629
Maxiliar100205_9.ply,0.63732094,0.07014379,7.036258686943619,10.000000000000007,0.6411692,2.613000000000002,0.16446698339142754,0.9017372,1.1025939,82.55717172805453,0.0077197524713114,0.03342927,0.018277239,6.608102922675132,10.000000000000007,0.038099352,1.6460000000000012,0.41092113011209214,0.74757516,1.2755901,3.3454114906422916,0.00999257259270149,0.6390682263492348,0.061294513102048746,6.708000752974339,10.000000000000007,0.6420008321656221,2.095000000000002,-0.20636129384485238,1.1313982164281216,0.8740863832543619,108.70968005974946,0.005878669001674806,0.58586603,0.2814625,7.515049131988242
Maxiliar100205_31.ply,0.57269514,0.07775923,7.020138077568283,10.000000000000007,0.5779499,2.348000000000002,0.13726051198190323,0.9168642,1.0860684,54.24409258464584,0.010557742653814595,0.09132045,0.030222706,6.598189468167226,10.000000000000007,0.09619156,1.7410000000000012,0.27059145848447275,0.83207834,1.1770818,9.130166024651999,0.010002057824785388,0.6647700366329423,0.1020884862819081,6.988831706369974,10.000000000000007,0.6725630354976944,1.9880000000000015,0.0059891681515303,0.99624131897655,1.0037527850424481,42.403204120698874,0.0156773538796904,0.5511505,0.28581178,7.562584062366763
Maxiliar100205_30.ply,0.58554566,0.07554257,7.056824573572612,10.000000000000007,0.5903984,2.291000000000002,0.138491807824199,0.91601485,1.0871352,60.08241293941046,0.009745708074899665,0.07674934,0.023574172,6.611807343790515,10.000000000000007,0.08028817,1.8860000000000015,0.23020485505586602,0.858437,1.1489578,10.599508698368481,0.007240839135351864,0.6208007626177697,0.09030143182614572,6.866316760158794,10.000000000000007,0.6273338507207296,1.9040000000000015,-0.013518605191852922,1.0085272628594744,0.9914862951715205,47.263354392702105,0.013134928119143975,0.5648032,0.28488588,7.552431237059713
Maxiliar100205_23.ply,0.60748345,0.05868211,6.787849750068169,10.000000000000007,0.6103111,2.108000000000002,0.1976279324000106,0.87870735,1.1249664,107.16841077516528,0.005668493821701759,0.01783715,0.009597583,6.251659956750096,10.000000000000007,0.020255258,1.137000000000001,0.45459702215149134,0.6979528,1.3218731,3.4541131004671257,0.0051640318134172376,0.5256744402484486,0.0579307279504104,6.5791610667802445,10.000000000000007,0.5288567993968021,1.5540000000000012,-0.12828323192692503,1.0826717351591013,0.916423513949473,82.34269579523504,0.006383983851532683,0.58262455,0.28198177,7.536002503448831
Maxiliar100205_1.ply,0.512347,0.06433261,3.540206915931508,10.000000000000007,0.51633006,1.343000000000001,0.19785489535477363,0.8496788,1.112397,64.06646927586644,0.007997116366511896,38.209347,14.293013,3.05284972554243,10.000000000000007,40.770107,0.21300000000000002,0.5285315835552803,0.19320133,2.13866,7.218658523765043,5.293136894949563,-560.358193283081,955.7473780512399,2.895591715179102,0.4360000000000002,1103.7752601525276,0.2,-0.984168749027671,4.036910976399477,0.11392880437120623,0.3472242332591249,-1613.8222497417094,0.48357368,0.32053983,3.9501218855115985
Maxiliar100205_14.ply,0.60578084,0.057237666,6.628085309042647,10.000000000000007,0.60847884,2.088000000000002,0.1855995690688413,0.885644,1.1171515,112.01509305091258,0.005408028514951308,0.017515572,0.008719867,6.452044210639984,10.000000000000007,0.019566033,1.418000000000001,0.4012266978300204,0.74612784,1.273839,4.034949974480696,0.004340963508810016,0.5247784407390579,0.05889282528272624,5.934682932219746,10.000000000000007,0.5280726296792122,1.4510000000000012,-0.15418241618410022,1.0999709481685218,0.8979645215081729,79.40292880077641,0.006609056475180379,0.5866205,0.2812523,7.531554384273478
Maxiliar100205_16.ply,0.60796493,0.05864769,6.760495055690554,10.000000000000007,0.6107871,2.0900000000000016,0.20459537370005867,0.8742847,1.1294602,107.46439928378913,0.005657361686303216,0.017431507,0.008664013,6.321312536409215,10.000000000000007,0.019465892,1.342000000000001,0.3936069860367829,0.746274,1.2689885,4.048005226424323,0.004306197163312926,0.5256249928888311,0.05770548979846402,6.637366314811557,10.000000000000007,0.5287830227595269,1.573000000000001,-0.13043623774766208,1.083859053288027,0.9151326241724352,82.971144776468,0.006335033634945184,0.5868125,0.28142226,7.531743485971834
Maxiliar100205_27.ply,0.6120175,0.06346825,6.719224810865262,10.000000000000007,0.6152996,1.9780000000000015,0.2355928628295831,0.8554013,1.1510472,92.98736866130275,0.006581727346165689,0.018385608,0.011203198,4.7799960619298725,6.314000000000005,0.021529969,0.8700000000000006,0.5201253648763033,0.6277416,1.3914589,2.6932786259022237,0.0068264780751908435,0.525347885365534,0.09092869613089906,4.301583423309467,10.000000000000007,0.5331587482158978,0.46600000000000025,-0.37714679653020744,1.3106761040372479,0.5956287442034514,33.381156642633336,0.015737857468203383,0.5747889,0.28824085,7.539315520016046
Maxiliar100205_3.ply,0.51403517,0.062941715,2.8041830151065397,10.000000000000007,0.5177946,1.9720000000000015,0.3260483407665419,0.7806879,1.1899902,68.11643667246335,0.007546419481787532,78.68023,38.949936,2.6005729735048484,10.000000000000007,87.61318,0.3130000000000001,0.7961896399112134,0.24529806,2.227438,4.167360503402051,18.88010942812939,-1331.9503215154011,1667.9076273381309,2.7048631027832295,0.6810000000000005,2120.860894080498,0.24200000000000005,-0.692869717537576,2.3879693381091576,0.18579690000132518,0.651291550697569,-2045.0907432912484,0.4746721,0.340353,3.1618888369525235
Maxiliar100205_10.ply,0.64639264,0.07432108,6.928035393062775,10.000000000000007,0.65065104,2.6840000000000024,0.15600377889592987,0.90689975,1.0970114,75.64705767484065,0.008544847692567428,0.049031634,0.027814128,6.243614177497539,10.000000000000007,0.056370966,1.7200000000000013,0.4237299515761713,0.74347085,1.2846119,3.1077436789646526,0.01577724579506788,0.6741078077464658,0.05947729494994876,5.600665878186531,10.000000000000007,0.6767264551221528,1.380000000000001,-0.32867930978671756,1.2231923018780162,0.7888671412845599,128.463463328952,0.005247467180767974,0.5842893,0.28092536,7.497639864150942
